CONTENT|SENTIMENT|RATING|DOMAIN|FONT|CREATE_AT
O produto não posso falar ainda, mas a  Compra foi  realizada dia 21/03  postagem  da Americanas dia 03/04 e previsão de entrega 21/04.Resumindo 30 dias para entrega é falta de logística de uma empresa deste porte não cancelarei por que já esta a caminho.realmente me fez pensar sobre futuras compras.|negative|1|TV e Home Theater|b2w-reviews|2018-05-09 20:27:16.000000000
Muito bom produto recomendo lindo e destaca bem. Ótimo acabamento cheio de detalhes.|positive|5|Relógios|b2w-reviews|2018-04-21 19:44:33.000000000
Um absurdo vcs venderem uma bicicleta e nao colocarem uma informação tao importante como o tamanho do quadro, afinal, qual o tamanho do quadro?  Eu posso escolher?|neutral|3|Esporte e Lazer|b2w-reviews|2018-03-17 11:48:48.000000000
sem qualidade ,, electronica estraga bem rapido nao recomendo esta marca|negative|1|Eletrodomésticos|b2w-reviews|2018-05-25 09:03:19.000000000
Americanas esta de parabéns pela entrega, realizei a compra e chegou bem antes do prazo, superou minhas expectativas. Veio muito bem embalado. O console é o modelo CUH-7114B nacional para alguém que tem duvidas, Eu recomendo, é um ótimo produto.|positive|5|Games|b2w-reviews|2018-04-10 11:59:11.000000000
BOM O JOGO É DIFÍCIL PARA INICIANTE POR ISSO RECOMENDO QUE COMECE COM GUERREIRO ASSIM VOCÊ VAI MATAR O PRIMEIRO CHEFE. FICA PERTO DELE GOLPEANDO DAI VOCÊ VAI PEGANDO O GEITO CADA CHEFE TEM UMA MANHA ACONSELHO MUITA PACIÊNCIA EXPLORE BEM TODO OS CAMINHOS E TERRITÓRIO PARA PEGAR ITENS LEMBRE - SE VOCÊ VAI MORRER VARIAS VEZES ISSO E NORMAL PACIENCIA. ENQUANTO AO GRAFICO IMPECAVEL LINDO MUITOS TIPOS DE DEMONIOS DE VARIAS FORMAS PARA MATAR AMBIENTAÇAO IMPECAVEL ENQUANTO AS AMERICANAS SUPER RAPIDO PARA ENVIAR MENOS DE UMA SEMANA ESTAO DE PARABENS.BOM GALERA BOM JOGO E UM VICIO MUITO BOM DE GAMES RSRSRSRS BOM JOGO.|positive|5|Games|b2w-reviews|2018-01-23 15:35:15.000000000
Aparelho cumpre o que promete. Uso todas as noite e aumentou somente 30 reais em minha conta. Indico o produto.|neutral|3|Ar-condicionado e Aquecedores|b2w-reviews|2018-03-14 08:52:51.000000000
Ótimo celular. Estava em busca de um celular que não travasse. Já usei durante 30 dias e não travou de jeito nenhum. A memória RAM de 4gb permite que vários apps fiquem abertos sem nenhum travamento. O celular também tem um recurso muito útil de divisão de telas, onde eu posso ficar com 2 aplicativos abertos na tela, e usá-los ao mesmo tempo. Isso é maravilhoso. O leitor de digitais é muito eficiente, não demora a reconhecer sua digital. É um celular bem fino, muito discreto. A camera também é muito boa. Não tenho o que reclamar desse celular.  Quanto a entrega, o prazo era de 15 dias uteis e chegou em 4 dias úteis.|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-04 17:25:13.000000000
O liquidificador é muito fraco, não tem potencia para bater certos produtos, mesmo sendo apenas água, ou suco. muito fraco, me arrependo de ter comprado.|negative|1|Eletroportáteis|b2w-reviews|2018-05-16 08:09:37.000000000
o produto chegou todo quebrado, o papel bolha marrom das sombras, acho que deveria vim numa caixa não num saco né|negative|1|Saúde|b2w-reviews|2018-04-06 12:03:41.000000000
vamos compre-a sempre que tivermos necessidade parabéns pelo produto|positive|5|Beleza e Perfumaria|b2w-reviews|2018-04-14 09:24:20.000000000
CONHEÇO SALSICHAS MEICA JÁ FAZ ALGUM TEMPO! É UMA SALSICHA COM GOSTO DE SALSICHA VERDADEIRA! SÓ PROVANDO PARA SABER! É A MELHOR QUE CONHEÇO! SUPER RECOMENDO!|positive|5|Alimentos e Bebidas|b2w-reviews|2018-05-15 16:33:54.000000000
Lamentavelmente gastei dinheiro à toa. Nao havia nenhuma informação sobre capacidade de peso nesta propaganda da cadeira. Sou obesa e a cadeira nao suportou .a base onde fica as rodinhas cedeu e a rodinha saiu. Estou sem poder usar e com uma coisa inútil dentro de casa. Nota zero pras lojas americanas. Nem quero trocar. Produto mto frágil. Além de ter levado mais de um mes pra chegar...triste..|negative|1|Móveis|b2w-reviews|2018-04-13 14:34:59.000000000
Acabei de avaliar esse produto como sendo o DeG Pour Homme. Está errado. Vi várias resenhas dele como sendo o contratipo do DeG Red. Continuo dizendo q não se parece em nada. Não é de todo ruim. Mas não fixa nem cinco minutos. Na roupa até dura um pouco mais. Ele é bem assabonetado. Tem cheiro de sabonete branco.  Qd na roupa ele abre um cheirinho de sabonete de flores brancas. Se fixasse mais... Enfim. Agradeço a todos pela pontualidade na entrega.|negative|2|Beleza e Perfumaria|b2w-reviews|2018-02-08 19:35:03.000000000
Produto excelente, por enquanto ... Entrega antes do prazo!|positive|4|Eletrodomésticos|b2w-reviews|2018-04-06 16:43:53.000000000
Produto é o que eu esperava e ainda não me trouxe problemas. Entrega dentro do prazo.|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-07 16:09:11.000000000
Produto superou minhas expectativas, ótimo design, muito resistente são suas maiores características.|positive|4|Relógios|b2w-reviews|2018-04-17 16:22:46.000000000
Primeiramente gostaria d parabenizar a Americanas pela rapidez na entrega, entregou bem antes do prazo estipulado. Sobre o produto, eu daria uma nota 6. A imagem e a navegabilidade da smart tv, também deixam um pouco a desejar. Mas, no final das contas, a compra acabou sendo um bom custo-benefício, pois paguei menos d 1.160,00 pelo aparelho.|negative|2|TV e Home Theater|b2w-reviews|2018-01-04 21:42:49.000000000
Aparelho com problema no touch. O touch tem problema de sensibilidade na parte inferior da tela dificultando a digitação, também fica se piscando todo e só pára quando reinicializado. Se procurar na internet encontrará vária reclamações sobre o mesmo problema nesse aparelho. Samsung diz que ao atualizar o android resolverá pois é um bug, mas até agora nada de atualização. Tenho o aparelho a 8 meses.|negative|2|Celulares e Smartphones|b2w-reviews|2018-05-01 10:36:08.000000000
Sem dúvidas um ótimo aparelho! Design sofisticado, boa pegada, ótimas opções de modificação. Câmeras excelentes, cheias de funções...top! Em menos de 1 mês, já atualizou para o Android 8.0 ;-)|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-30 21:06:32.000000000
Só achei que viria com controle remoto. Deveriam incluir esse item.|neutral|3|Automotivo|b2w-reviews|2018-01-02 07:05:39.000000000
O corte dela nao é bom,não tem nenhuma regulagem para melhorar,dinheiro jogado fora..O produto é pessimo.A americanas por outro lado é muito boa,entrega rapida,tudo certinho.|negative|1|Beleza e Perfumaria|b2w-reviews|2018-01-30 10:29:37.000000000
Cola muito bem no cabelo, durabilidade excelente, recomendo!!|positive|5|Beleza e Perfumaria|b2w-reviews|2018-04-10 11:13:37.000000000
Funciona , mas na minha tv tive que inverter o cabo de imagem com o de audio pra dar certo|positive|4|Informática e Acessórios|b2w-reviews|2018-03-13 17:42:36.000000000
Bateria carrega rápido e demora para descarregar, pode contar com ele o dia todo,  pra quem quer um smartphone com tela grande e uma ótima opção.|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-26 12:57:10.000000000
a loja virtual é ótima, tenho confiança , preços ótimos e muita praticidade  sou muito grata|positive|4|Automotivo|b2w-reviews|2018-03-02 07:16:08.000000000
Falta de respeito isso .Nem recebi ainda esse celular.|negative|1|Celulares e Smartphones|b2w-reviews|2018-05-26 17:12:17.000000000
Já tenho e gostei muito, agora adquiri para presentear minha mãe, só uso para moer café e não deixa nada a desejar, simples e durável.|positive|4|Eletroportáteis|b2w-reviews|2018-04-04 20:24:29.000000000
Comprei há meses e não tiro do braço.  Material excelente, permanece ainda em excelente estado. Primeiro relógio dessa marca. Super satisfeita e recomendo.|positive|5|Relógios|b2w-reviews|2018-02-17 18:01:36.000000000
O PEDIDO FOI RÁPIDO E PRÁTICO. CHEGOU EM PERFEITO ESTADO1 OBRIGADA!|positive|4|Brinquedos|b2w-reviews|2018-03-04 19:01:59.000000000
Já fiz vária compras nesse site, sempre recebi e até antes do prazo, mas dessa vez, acompanho o rastreio que não é atualizado a dias, e hoje venceu o prazo e NÃO RECEBI. Uma vergonha, Cuidado , a americanas já não é a mesma. Vou buscar o estorno junto a minha operado já que não consigo fazer contato nem por telefone e nem por e-mail com esse site.|negative|1|Celulares e Smartphones|b2w-reviews|2018-03-27 15:11:29.000000000
Gostei muito do produto por ser a primeira vez em que compro pela Internet eu adorei a,experiência e quero voltar a. Comprar.muito em breve.|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-15 07:05:35.000000000
amei o produto? chegou rápido e funciona muito bem.|positive|5|Informática e Acessórios|b2w-reviews|2018-05-24 08:39:13.000000000
Eu fiz uma excelente compre! Recomendo a outros compradores.|positive|5|Câmeras e Filmadoras|b2w-reviews|2018-04-25 13:21:04.000000000
Superou expectativas, entrega super rápida. Recomendo!|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-08 06:16:16.000000000
Comprei no domingo, recebi na terça-feira. Estão de parabéns pela agilidade.|positive|5|Eletroportáteis|b2w-reviews|2018-05-29 17:05:42.000000000
Veio com defeito a a Americanas não resolveu meu problema.|negative|1|Informática|b2w-reviews|2018-04-08 15:47:44.000000000
Recebi o produto com um pouco de atraso, mas nada que invalide a qualidade da mesma. Achei a case um pouco folgada no aparelho mas tem uma qualidade boa. E a película de gel, maravilhosa e super resistente e ajustável a toda tela.|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-16 16:37:17.000000000
EXCELENTE, MUITO SILENCIOSO, RECOMENTO PARA ANBIENTES PEQUENOS.|positive|5|Ar-condicionado e Aquecedores|b2w-reviews|2018-02-26 08:10:43.000000000
Produto bom, chegou antes do prazo e está tudo funcionando perfeitamente.   Recomendo!!|positive|4|Celulares e Smartphones|b2w-reviews|2018-04-16 07:17:23.000000000
Comprei o produto é não vem o adaptador para iPhone. Na imagem mostra que é do mesmo tamanho do iPhone 6s e é bem maior é pesado!|negative|2|Celulares e Smartphones|b2w-reviews|2018-05-22 15:36:56.000000000
O aparelho e muito ruim a pilha não acomoda direito, portanto solicitei a devolução do mesmo e até o momento não obtive nenhuma resposta.|negative|1|Beleza e Perfumaria|b2w-reviews|2018-03-26 16:24:54.000000000
Muito útil e prática. Tenho uma, esta foi para meu filho.|neutral|3|Câmeras e Filmadoras|b2w-reviews|2018-02-26 19:29:35.000000000
Ótima tv tudo funcionando perfeitamente, qualidade de imagem e áudio.boas opções de configuração de imagem e áudio. Opção para imagem 360* graus, imagem dinâmica e natural fora que você consegue configurar manualmente. Pois quando você compra nota-se que a imagem tem muita luz forte o que não é bom para noite então dá para diminuir essa luz para ficar adequado. O som tem opções para amplificar e deixar de fácil compreensão para filmes ou séries que tem muitos diálogos para melhor compreensão das falas. Imagem 4k maravilhoso para esses consoles de videogame atuais. Possibilidade de pareamento com computadores, notebooks e smartphones.|positive|5|TV e Home Theater|b2w-reviews|2018-04-16 16:22:41.000000000
Ola , lamento   mas comprei gato por lebre pois, quando  visualizei no site ,entendi que tratava-se mini-serie em DVD, mas vi que deixava duvidas  mesmo assim efetuei a compra       .porem  resolvi consultar o site pra  saber o que havia realmente   comprado e a resposta foi que trava-se de mini-serie em  DVD mas  enviaram-me o box em BLU-RAY,assim que recebi fiz contato mas  explicaram que  estava correto. Ocorre que na discrição  do produto no site  deixa duvidas. E agora oque faço.Não me deram a oportunidade de devolução? ( Por sinal  o correio demorou  para entrega muito acima  da normalidade.) ALO PESSOAL DO ATENDIMENTO  ???|positive|4|Filmes e Séries|b2w-reviews|2018-01-17 16:03:06.000000000
Atendeu todas minhas expectativas, fácil para guardar e limpar.|positive|4|Eletroportáteis|b2w-reviews|2018-03-15 21:02:03.000000000
O embrulho estava ok. O livro parecia usado, com capa amassada e primeiras folhas rasgadas.|negative|1|Livros|b2w-reviews|2018-03-29 19:19:30.000000000
O produto tem a tela ótima, bateria com duração razoável, som excelente, roda tudo blz. Só a câmera que achei muito inferiro, principalmente a da frente. Os filtros pré  instalados não são bons e ficam embaladas, após o mínimo de zoom.  Fora isso não vejo nada de ruim.|neutral|3|Celulares e Smartphones|b2w-reviews|2018-01-19 04:04:14.000000000
Motorola foi uma ótima escolha,amei e estou amando tudo nele,só acho que a Motorola devia mudar nos próximos que eles oferecem 2 chips,mas vc só consegue usar um  e o cartão de memoria ou os dois chips sem o cartão de memória.|positive|5|Celulares e Smartphones|b2w-reviews|2018-04-28 08:18:16.000000000
Boa qualidade. Ótima impressão. Gostei muito do produto. Obrigada|positive|4|Informática e Acessórios|b2w-reviews|2018-05-24 16:20:53.000000000
A entrega chegou antes do prazo acordado. E a hidratação veio bem embalada, cheiro delicioso. Sem dúvida o resultado no cabelo deve ser sensacional, pois todos os produtos da Revlon são de qualidade inquestionável.  Miúcha|positive|5|Saúde|b2w-reviews|2018-05-11 08:32:56.000000000
Super recomendo! Otima camera, tela grande, bateria dura bem,|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-01 16:32:20.000000000
Atendeu minhas expectativas e veio rápido,antes da data prevista.|positive|4|Móveis|b2w-reviews|2018-05-04 05:42:25.000000000
Ótimo aparelho!  só peca na traseira que a tampa é de vidro  do resto é impecável|positive|4|Celulares e Smartphones|b2w-reviews|2018-05-11 06:05:32.000000000
Entendo que o produto tinha um bom preço, mas confesso que esperava uma qualidade melhor do que a apresentada.|negative|2|Malas e Acessórios|b2w-reviews|2018-04-06 23:36:01.000000000
A película e a capa não eram do celular comprado. Foram comprados juntos, num combo. São maiores que o celular MOTO G 5. Já entrei em contato e pediram para cortar o produto com uma tesoura e enviar fotos. Espero que seja cancelada a compra e tudo se resolva.|negative|1|Celulares e Smartphones|b2w-reviews|2018-01-08 06:19:08.000000000
"O celular é ótimo. O único ponto ""mais ou menos"" é que devido a tela arrendondada é difícil achar película compatível. Mas em relação a funcionalidade o celular é perfeito para tudo."|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-14 07:26:01.000000000
Produto original, com ótima capacidade de memória,  rápido em executar os aplicativos, volume de áudio muito Bom.|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-25 17:29:21.000000000
Gostei do produto e a entrega foi super rápida , antes do prazo estipulado.|positive|5|Ar-condicionado e Aquecedores|b2w-reviews|2018-05-23 19:46:54.000000000
Produto de boa qualidade e entrega super rápida antes do previsto parabéns para a empresa .|positive|5|Games|b2w-reviews|2018-01-17 16:37:46.000000000
"Smartphone LG K10 Power Dual Chip Android 7.0 Tela 5,5"" Octacore 32GB 4G Wi-Fi Câmera 13MP - Titâniocelular muito bom, atendeu as minha necessidades"|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-12 09:26:54.000000000
Não comprem, péssima qualidade, no site havia várias avaliações de que o produto não prestava e muita insatisfação da parte dos clientes. Simplesmente apagaram!!!|negative|1|Pet Shop|b2w-reviews|2018-05-23 12:27:16.000000000
